ligand_id,smiles,no_2og_binary,no_2og_pred_value,no_2og_ligand_iptm
P4H6__Molport-051-705-944,O=C(NC[C@H]1[C@H]2C[C@H](CN(C2)c2ccccn2)[C@@H]2CCCC(=O)N12)c1ccc[nH]1,0.743692756,0.039380789,0.942489028
P4H6__Molport-047-496-842,O=C([C@@H]1CCCN1)N1CCC2(CN(CCOc3ccccc3)C(=O)O2)CC1,0.743421555,-0.341136217,0.948046088
P4H6__Molport-047-283-934,O=C(N1C[C@@H]2CN(C[C@@H]2C1)C1CCOCC1)c1cscn1,0.743076146,0.759447575,0.968550205
P4H6__Molport-002-655-451,Cc1c(CC(=O)NCc2ccco2)c(=O)oc2c(O)c(O)ccc12,0.743050933,-1.006399393,0.929505587
P4H6__Molport-002-606-741,CC(C)(C)C(=O)[C@@H]1[C@H]2[C@@H]([C@H]3C=CC=NN13)C(=O)N(C2=O)c1ccc(F)cc1,0.742727399,-0.15566206,0.978715301
P4H6__Molport-051-589-053,CC(C)(C)OC(=O)NC1CC2(C1)CC(C2)NC(=O)c1cnc2OCC(=O)Nc2c1,0.742477059,-0.837633133,0.943969607
P4H6__Molport-028-856-188,COc1ccccc1C(CC(=O)N1CCOCC1)c1oc(C)cc(=O)c1O,0.742464364,-0.581295252,0.9784863
P4H6__Molport-000-476-977,OC(=O)CCSCC(=O)c1ccc2OCCOc2c1,0.742452383,0.198629856,0.974595487
P4H6__Molport-027-826-233,CCN(CCO)C(=O)c1cnc(nc1O)C12CC3CC(CC(C3)C1)C2,0.742439508,1.32522881,0.974126875
P4H6__Molport-030-064-919,OC(=O)Cn1nc(nc1-c1scc2OCCOc12)-c1ccncc1,0.742415369,-0.773849964,0.978612959
P4H6__Molport-047-390-439,O=C(CCCCc1cccnc1)N1C[C@@H]2COC[C@@]2(C1)C(=O)NC1CCCC1,0.74163723,-0.579341412,0.966456413
P4H6__Molport-051-627-088,COCCCCN1C(=O)N(CC(C)C)C2(CCN(CC2)c2ccc(C)nn2)C1=O,0.741566598,-0.306853056,0.960420549
P4H6__Molport-028-724-169,Cc1nc(cs1)C(=O)N1CCC2(CC1)N(CCc1[nH]cnc21)C(=O)C1CC1,0.741462052,-0.985402107,0.956853926
P4H6__Molport-000-850-259,OC(=O)CCN1C(=S)S\C(=C\c2cc3cc4OCCOc4cc3nc2O)C1=O,0.74109447,-0.734292984,0.957816184
P4H6__Molport-001-919-368,Oc1ccc(cc1\C=N\NC(=O)c1ccc2OCCOc2c1)[N+]([O-])=O,0.741084874,-0.648609638,0.972704291
P4H6__Molport-001-739-419,COC(=O)C1(Cc2ccc(O)cc2)OC(=O)C(O)=C1c1ccc(O)cc1,0.740387321,-0.823050976,0.957070172
P4H6__Molport-002-993-977,CC12CCCCC1C2C(=O)N\N=C\c1ccc(O)cc1O,0.740259826,-0.200194836,0.965171397
P4H6__Molport-002-511-345,OC(=O)COc1cc(O)c2c(c1)occ(-c1ccc3OCCOc3c1)c2=O,0.740193248,-0.840622902,0.938785493
P4H6__Molport-027-603-086,Cn1cc(nc1CCNC(=O)c1ccc(cc1)S(=O)(=O)N1CCOCC1)-c1ccco1,0.739569306,-0.120768785,0.944925725
P4H6__Molport-028-851-664,O=C(Nc1n[nH]c(n1)C1CC1)c1ccc2OCCCOc2c1,0.739413738,-0.088927507,0.973157227
P4H6__Molport-028-855-529,COCc1cc(=O)c(O)c(o1)C(CC(=O)OC)c1coc2ccccc2c1=O,0.739334702,-0.213597775,0.958281636
P4H6__Molport-002-321-835,Cc1ccc(OCC(=O)c2c(O)cc(O)cc2O)cc1,0.739314914,-0.450644016,0.970921755
P4H6__Molport-002-247-334,O=C(NC(=S)Nc1ccc2C(=O)OCc2c1)\C=C\c1ccco1,0.739291072,-0.820039272,0.982291162
P4H6__Molport-000-808-919,Oc1ccc(cc1\C=N/NC(=O)C1COc2ccccc2O1)[N+]([O-])=O,0.739274263,-0.93880868,0.96959722
P4H6__Molport-039-040-315,Cc1[nH]nc(CCC(=O)NCC2COc3ccccc3O2)c1C,0.738544524,-0.284284353,0.976661623
P4H6__Molport-001-834-556,COc1ccc(OCC(=O)c2c(O)cc(O)cc2O)cc1,0.738162518,-0.565280914,0.949855506
P4H6__Molport-002-986-099,[O-][N+](=O)c1ccccc1S(=O)(=O)N1CCC(CC1)C(=O)Nc1ccc2OCCOc2c1,0.737990737,-0.261431932,0.964438498
P4H6__Molport-000-224-334,OC(=O)c1ccc(OS(=O)(=O)c2ccc3OCCOc3c2)cc1,0.737536192,0.144755602,0.967134595
P4H6__Molport-007-837-676,Cc1nn(c(C)c1CCC(=O)NCCCc1ccco1)-c1ccc(nn1)N1CCOCC1,0.737483382,-0.897881746,0.976971924
P4H6__Molport-042-665-674,CCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,0.737475872,-0.483117342,0.915241539
P4H6__Molport-035-821-725,O=C(N1CCCC(C1)Oc1cccnn1)c1cccc2OCCOc12,0.737419426,0.54326582,0.943574429
P4H6__Molport-000-424-532,COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1,0.737408757,-0.05172205,0.970639646
P4H6__Molport-007-722-553,O=C(NCC(N1CCN(CC1)c1ccccc1)c1cccnc1)C(=O)Nc1ccc2OCCOc2c1,0.737321258,-1.616411209,0.951592147
P4H6__Molport-000-822-040,OC(=O)CN1C(=S)S\C(=C/c2ccc3OCCOc3c2)C1=O,0.735728979,0.222577572,0.959506273
P4H6__Molport-046-790-411,Cc1c(O)c(cc2C(=O)c3cccc(O)c3C(=O)c12)C(O)=O,0.735586822,0.00087738,0.984468162
P4H6__Molport-000-436-465,COc1cc(\C=C2/SC(=S)N(C(CC(O)=O)C(O)=O)C2=O)ccc1O,0.73546648,-0.500316858,0.970568955
P4H6__Molport-051-869-505,CN(Cc1nncn1C)S(=O)(=O)c1ccc(c(C)c1)-c1ccc2OCCOc2c1,0.735201776,-0.013949633,0.91596508
P4H6__Molport-002-650-602,CC1(C)C2(C)CCC1(C(O)=O)C(=NNC(=O)c1ccco1)C2=O,0.735069394,-0.277524233,0.983355343
P4H6__Molport-002-757-223,[O-][N+](=O)c1ccc(OCc2ccc(o2)C(=O)NNC(=S)NCC2CCCO2)cc1,0.735002398,-1.046603203,0.921595812
P4H6__Molport-003-699-925,OC(=O)CCSc1nnc(o1)-c1ccc(o1)[N+]([O-])=O,0.734874547,0.234052658,0.952259958
P4H6__Molport-047-493-281,CNC(=O)[C@@H]1C[C@@H](CN1)n1cc(nn1)-c1ccc(CN2C[C@H](C)O[C@H](C)C2)cc1,0.734741092,-0.002575159,0.950039983
P4H6__Molport-023-281-545,COc1cnc(cc1O)C(=O)Nc1ccc2OCCOc2c1,0.734674573,-0.418359518,0.970512807
P4H6__Molport-051-473-283,O[C@H]1CC[C@@H](CC1)N1CCCC2(CCCN2C(=O)c2ccccn2)C1=O,0.734507918,0.071836472,0.855388343
P4H6__Molport-047-934-464,Cc1cc(C)n(n1)-c1cc(ncn1)N1CC2CN(CC2C1)C(=O)NC1CCOCC1,0.734468937,-0.495467663,0.936363816
P4H6__Molport-001-023-774,Oc1ccc(\C=N\c2cc(ccc2O)[N+]([O-])=O)c(O)c1,0.734449029,-1.009620905,0.959619701
P4H6__Molport-010-769-323,O=C(Cn1nc2ccc(Sc3ccccc3)nn2c1=O)Nc1ccc2OCCOc2c1,0.734225512,0.087041378,0.982723117
P4H6__Molport-001-848-639,OC(=O)c1ccc(NS(=O)(=O)c2ccc3OCCOc3c2)cc1,0.734104753,0.306466103,0.972920597
P4H6__Molport-000-801-599,OC(=O)CC1S\C(=N\c2ccc(O)cc2)N=C1O,0.73346889,-0.209604979,0.961037993
P4H6__Molport-028-855-459,Cc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccccc1,0.733141541,-0.833040237,0.93199867
P4H6__Molport-047-036-622,CN1CCN(CC1)C(=O)C[C@H]1CN(CC[C@@H]1Oc1ccc(F)cc1)C(=O)CCc1cnn(C)c1C,0.732949972,-0.508084059,0.957221806
P4H6__Molport-003-704-826,OC1=CC(=O)C=C\C1=N\Nc1ccc2OCCOc2c1,0.732949018,-0.784090042,0.970077157
P4H6__Molport-023-267-367,CCCCN1CCN(C(C(=O)N2CCC3(CCO3)CC2)c2ccccc2)C(=O)C1=O,0.732739329,-0.894004107,0.974250853
P4H6__Molport-047-694-105,CCS(=O)(=O)N1CCCC2(CCCN2C(=O)c2cscn2)C1,0.732518435,-0.365649462,0.913931429
P4H6__Molport-045-933-006,Clc1cccc(CCC(=O)N2C[C@@H]3NC(=O)c4ncccc4OCCn4cc(CO[C@H]3C2)nn4)c1,0.732287586,-0.977497578,0.88866055
P4H6__Molport-051-714-331,O=C(NC[C@H]1[C@H]2C[C@H](CN(C2)C(=O)c2ccc[nH]2)c2cccc(=O)n12)C1CCCC1,0.732022643,-0.219521999,0.92690891
P4H6__Molport-020-233-359,CN1CC2(CCN(C2)C(=O)c2c(C)[nH]c(C(C)=O)c2C)OC1=O,0.73199749,-0.298167467,0.968278646
P4H6__Molport-023-261-001,Cc1cnc(CN2CC3(CCCN(C3)C(=O)c3ccc[nH]3)CCC2=O)cn1,0.731700182,0.148050308,0.935239792
P4H6__Molport-027-858-773,O=C(C1CCC1)N1CCc2[nH]cnc2C11CCN(CC1)C(=O)c1ccccn1,0.731485784,-0.125459433,0.885410547
P4H6__Molport-028-863-106,Cc1oc(nc1C(=O)N1CCOCC1)C1CCN(CC1)S(=O)(=O)c1cccc(c1)C#N,0.73111558,0.823794127,0.963838398
P4H6__Molport-001-829-447,Ic1ccc(\C=N\NC(=O)c2ccc3OCOc3c2)o1,0.730780244,-0.541512251,0.957063973
P4H6__Molport-002-338-400,[O-][N+](=O)c1ccc(\C=N\N2C(=O)C3C(C4C=CC3C3CC43)C2=O)s1,0.730713069,-1.337814331,0.95340097
P4H6__Molport-042-618-896,O=C(CN1CCN(CC1)c1ccc(nn1)C1CC1)Nc1ccc2OCCOc2c1,0.730547667,-0.485956192,0.959339917
P4H6__Molport-028-589-431,O=C(NCc1cc(no1)-c1ccccn1)c1coc(CN2CCOCC2)c1,0.730418921,-0.294281721,0.945445955
P4H6__Molport-009-749-071,Cc1nc(cs1)-c1nnc(NC(=O)Cc2ccc3OCOc3c2)o1,0.730316043,0.00331974,0.966668844
P4H6__Molport-030-058-067,COc1ccc2CC(CNC(=O)c3ncoc3C)COc2c1,0.730214238,-0.053327799,0.962598145
P4H6__Molport-027-881-843,Cc1ocnc1C(=O)N1CCC2(CC1)N(CCc1[nH]cnc21)C(=O)C1CC1,0.73018229,0.146249056,0.938268185
P4H6__Molport-023-272-931,COCCN1CC2(CCCN(C2)C(=O)c2cccc(C)c2O)CCC1=O,0.72987026,-0.494215012,0.966938674
P4H6__Molport-002-117-106,OC(=O)c1ccccc1C(=O)c1ccc(O)cc1O,0.72926861,0.110704184,0.967870831
P4H6__Molport-021-766-840,CC(=O)c1ccc(nc1)N1CC[C@@H]2[C@@H](CCC(=O)N2CCCn2ccnc2)C1,0.728939116,-0.367555857,0.921755016
P4H6__Molport-005-292-456,O=C(Cc1csc(NC(=O)c2ccc[nH]c2=O)n1)Nc1ccc2OCCOc2c1,0.728857756,-0.508266449,0.915435731
P4H6__Molport-023-208-790,O=C(Cn1cc(ccc1=O)-c1nc(no1)-c1cnccn1)Nc1ccc2OCCOc2c1,0.728360415,-0.91520071,0.965664387
P4H6__Molport-002-895-025,COc1cccc(\C=N\NC(=S)NC2CC3CCC2C3)c1O,0.728340149,-0.710567713,0.970429242
P4H6__Molport-000-424-533,COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1OC,0.728302896,-0.381144047,0.976285756
P4H6__Molport-001-553-941,Cc1cc(OCC(=O)NNC(=O)C2C3CCC(C3)C2C(O)=O)ccc1Cl,0.727924585,0.369206429,0.941276193
P4H6__Molport-003-183-404,OC(=O)c1ccc2nc3cc(N4CCOCC4)c(cc3nc2c1)N1CCOCC1,0.727883697,-0.156596184,0.974219263
P4H6__Molport-047-259-967,CC(C)C(=O)NC1COC2(C1)CCN(CC2)C(=O)c1ccc[nH]1,0.72746408,0.174010754,0.970536649
P4H6__Molport-001-684-423,S=c1[nH]nc([nH]1)C1COc2ccccc2O1,0.727346182,0.631045341,0.95658505
P4H6__Molport-019-826-531,CCOC(=O)CC(c1ccc2OCCOc2c1)c1oc(CO)cc(=O)c1O,0.727179289,-0.785228968,0.960692942
P4H6__Molport-001-749-873,Cc1ccc(cc1)N1C(=O)N[C@@H]2CCN([C@@H]2C1=O)C(=O)CC(C)(C)CC(O)=O,0.726858258,0.086241245,0.974277616
P4H6__Molport-000-656-596,CCOC(=O)c1ccc(C\C(=N/O)c2ccc(O)cc2O)o1,0.726840258,-0.67058301,0.963332832
P4H6__Molport-000-501-411,OC(=O)CCN1C(=S)S\C(=C/c2ccc(O)cc2O)C1=O,0.726500034,0.393134117,0.953307331
P4H6__Molport-002-139-668,Oc1c(\C=N\NC(=O)C2COc3ccccc3O2)cc(Cl)cc1[N+]([O-])=O,0.726459861,-1.749046326,0.956008077
P4H6__Molport-044-754-013,CCC\C=C\C=C\C(\O)=C1\C(=O)C(CC(O)(C(C)C)C(O)=O)N(C)C1=O,0.726405621,-0.448203802,0.94953233
P4H6__Molport-051-751-604,COc1cc2C3N(CCc2cc1OCC(=O)NCCCOc1cccc3c1)C(=O)c1cnc(O)cn1,0.726262391,-0.651625633,0.968776703
P4H6__Molport-000-559-664,O=C(Nc1nccs1)C(Cc1ccccc1)N1C(=O)C2C3CC(C=C3)C2C1=O,0.726189971,-1.158712387,0.971726179
P4H6__Molport-038-393-610,CCc1ccc([nH]1)C(=O)NCC1(O)C2CC3CC(C2)CC1C3,0.725881577,-0.178025246,0.966340542
P4H6__Molport-006-780-402,Ic1ccc(\C=N/NC(=O)c2ccc3OCOc3c2)o1,0.725744486,-0.692470789,0.964557588
P4H6__Molport-000-808-186,C\C(=N\NC(=O)C1COc2ccccc2O1)c1ccco1,0.725497484,-0.233624697,0.969432652
P4H6__Molport-001-962-125,[O-][N+](=O)c1ccc(C=C2C(=O)OC3(CCCCC3)OC2=O)o1,0.725016832,-0.975293398,0.909823835
P4H6__Molport-016-698-684,CCC1Oc2ccc(cc2N(CC(=O)N(C)C)C1=O)C(=O)c1ccco1,0.724821925,-0.420772076,0.97823441
P4H6__Molport-028-855-375,Cc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccc2OCOc2c1,0.724592566,-1.122130394,0.944795489
P4H6__Molport-008-286-274,Oc1cc(CNC(=O)Cc2ccc3OCCOc3c2)nc(n1)-c1cccnc1,0.724571228,-0.601315498,0.970712543
P4H6__Molport-027-871-996,O=C(N1CCC2(CC1)CCC(=O)N(Cc1cccnc1)C2)C1(CCOCC1)C#N,0.724508286,-0.552778244,0.965375841
P4H6__Molport-030-075-862,O=C(Nc1cnn(CC2COc3ccccc3O2)c1)c1ccno1,0.724384129,-0.634227037,0.961589754
P4H6__Molport-051-709-443,O=C(NC[C@H]1[C@H]2C[C@H](CN(Cc3ccco3)C2)[C@@H]2CCCC(=O)N12)c1ccc[nH]1,0.724223793,-0.605657578,0.963141322
P4H6__Molport-019-806-860,Oc1cc(cc2CN(CCOc12)C(=O)C1COCCN1)-c1cccc(Cl)c1,0.724127352,-0.795054436,0.967098296
P4H6__Molport-000-374-455,O=C(Nc1nccs1)C1COc2ccccc2O1,0.723811746,0.510602474,0.956413865
P4H6__Molport-000-655-948,OC(=O)COc1cc(O)c(C(=O)\C=C/c2ccccc2)c(O)c1,0.723742425,0.408624411,0.955111742
P4H6__Molport-028-604-524,O=C(Nc1nc(n[nH]1)C1CCCO1)C1(CCOCC1)c1ccccc1,0.723474979,-0.295255423,0.963939488
P4H6__Molport-000-391-906,O=C(Nc1nccs1)c1ccc2OCCOc2c1,0.723379254,0.503555775,0.96936357
P4H6__Molport-046-845-426,CCOC(=O)C1CCN(Cc2cccc(OCC)c2O)CC1,0.723326445,0.545049191,0.942449152
P4H6__Molport-002-511-234,COC(=O)c1ccc(CC(=O)c2c(O)cc(O)cc2O)o1,0.723156333,-0.358770132,0.958212674
P4H6__Molport-008-321-332,Cc1occc(=O)c1OCc1ccc(cc1)-c1noc(n1)C(=O)N1CCOCC1,0.723152339,0.15824461,0.96609211
P4H6__Molport-028-596-222,CN(C)CCn1ccnc1C1CCCN(C1)C(=O)c1cccnc1O,0.723147333,1.216349959,0.961646557
P4H6__Molport-002-605-165,Cc1ccc(cc1)N1C(=O)[C@H]2[C@@H]3C=CC=NN3[C@H]([C@H]2C1=O)C(=O)C(C)(C)C,0.723122716,-0.490751505,0.978056252
P4H6__Molport-002-174-606,[O-][N+](=O)c1ccc(N\N=C/c2ccc(o2)N2CCOCC2)nc1,0.723047972,0.010053158,0.947492719
P4H6__Molport-047-067-316,CCCn1ccc(n1)C(=O)N1CCOC(COc2cccc(Cl)c2)(CC(=O)N2CCOCC2)C1,0.722982645,-1.157361031,0.974111617
P4H6__Molport-051-461-119,CC[C@]1(O)CCC[C@H]2CN(C[C@@H]12)c1cnc(cn1)C(=O)OC,0.722956657,0.026945829,0.966539085
P4H6__Molport-030-048-432,Cc1ccc(o1)-c1nc(COCC2CCCCO2)n(CC(O)=O)n1,0.722720385,0.637252331,0.95153439
P4H6__Molport-051-717-313,Fc1ccccc1CC(=O)NC[C@@H]1[C@H]2CC[C@]3(CN(C[C@H]13)C(=O)c1ccc[nH]1)O2,0.722566128,-0.474947453,0.902581394
P4H6__Molport-002-560-979,COC(=O)C1[C@]2(OC(=CC2=O)c2ccccc2)C(C(=O)OC)[C@@]11OC(=CC1=O)c1ccccc1,0.722561955,-1.348891258,0.927696049
P4H6__Molport-038-416-973,O=C(NCc1csc(n1)-c1cnccn1)c1cccc2OCCOc12,0.722493768,0.351678371,0.968955517
P4H6__Molport-035-705-765,CC1(CC2CC(C)(O)C(=O)O2)OC1COc1ccc2ccc(=O)oc2c1,0.722125649,-0.552693129,0.947523713
P4H6__Molport-005-916-776,CC(=O)NC1=NN(C(C)=O)C2(S1)C(=O)N(CC1COc3ccccc3O1)c1ccccc21,0.722098291,-1.637730598,0.92591244
P4H6__Molport-002-509-014,CCOC(=O)c1ccc(C\C(=N\O)c2ccc(O)cc2O)o1,0.722005129,-0.681370258,0.967756391
P4H6__Molport-000-073-510,O=C(CCC(=O)N(CC(=O)NCC1CCCO1)Cc1ccc2OCOc2c1)Nc1nccs1,0.721972585,-1.024695873,0.967535615
P4H6__Molport-051-912-406,COc1cc2C(=O)c3cc(C)c(O)c(O)c3C(=O)c2c(O)c1OC,0.721798122,-0.125858784,0.944082737
P4H6__Molport-030-069-355,O=C(Nc1ccc2OCOc2c1)c1coc(NC(=O)c2ccncc2)n1,0.72154355,0.10607481,0.95821625
P4H6__Molport-044-723-216,Cc1cc(O)c2c(Cc3cc(O)cc(O)c3OC2=O)c1,0.721536338,-1.203496456,0.946696162
P4H6__Molport-047-388-523,CCOC(=O)[C@@]12CC[C@@H](C[C@H]1CCN(C2)C(=O)c1ccc[nH]1)N1CCOCC1,0.72144866,-0.237729073,0.966692686
P4H6__Molport-019-892-860,O=C(NCCC1COc2ccccc2O1)c1ccc(nc1)-c1cc[nH]n1,0.721238673,-0.63216424,0.960131705
P4H6__Molport-005-309-311,Cc1cc2NC(=O)c3cccnc3Oc2cc1S(=O)(=O)N1CCOCC1,0.721138597,-0.368087769,0.97590971
P4H6__Molport-030-075-932,Cc1cc(no1)C(=O)Nc1cnn(CC2COc3ccccc3O2)c1,0.721057117,-1.052251577,0.965870202
P4H6__Molport-008-121-532,CC1(C)CC(=O)c2cnc3nc([nH]c(=O)c3c2C1)N1CCCCC1,0.720601022,-0.008261681,0.979206383
P4H6__Molport-001-769-861,OC(=O)c1ncoc1-c1ccco1,0.720510602,0.80660367,0.96293515
P4H6__Molport-004-980-617,O=C(C1COc2ccccc2O1)N1CCc2c(C1)c(nn2Cc1ccccc1)C(=O)N1CCOCC1,0.720358968,0.600492954,0.965735912
P4H6__Molport-019-795-835,CCOC(=O)c1cs\c(=N/C(=O)c2ccc3OCCCOc3c2)[nH]1,0.720288634,0.177737713,0.965457857
P4H6__Molport-023-279-013,COc1cc(O)c(C(=O)c2cccc(O)c2O)c(OC)c1,0.72025466,-0.29991293,0.98338294
P4H6__Molport-051-919-177,CCS(=O)(=O)N1C[C@H]2CN([C@@H]([C@H]2C1)c1ccccc1C)C(=O)c1c[nH]c(C)n1,0.720103621,-1.085345507,0.9747926
P4H6__Molport-000-820-950,[O-][N+](=O)c1ccc(\C=N\NC(=O)c2ccc3OCCOc3c2)s1,0.719886005,-0.467993259,0.949641347
P4H6__Molport-002-537-600,C\C(=N/NC(=O)c1ccncc1)C1COc2ccccc2O1,0.719875634,0.502002239,0.976193726
P4H6__Molport-002-139-673,COc1cccc(\C=N\NC(=O)C2COc3ccccc3O2)c1O,0.719850719,0.145181656,0.967542231
P4H6__Molport-001-889-888,Cc1c2cc(O)c(O)cc2oc2cc(=O)c(O)cc12,0.719506025,-0.295525551,0.957351983
P4H6__Molport-003-163-571,Cn1cnnc1SCc1cc(=O)c(OCC(=O)Nc2ccc3OCOc3c2)co1,0.719008446,-1.16311264,0.883529127
P4H6__Molport-028-854-811,COCc1cc(=O)c(O)c(o1)C(CC(=O)OC)c1coc2ccc(OC)cc2c1=O,0.718880415,-0.37387991,0.961027205
P4H6__Molport-008-362-619,O=C(NC1CCOCC1)c1coc(CN2CCN(C\C=C\c3ccccc3)CC2)n1,0.718542516,-0.002467155,0.943213761
P4H6__Molport-005-931-842,O=C(CNC(=O)C1COc2ccccc2O1)Nc1nc2ccccc2s1,0.718540072,-0.642196894,0.97367996
P4H6__Molport-000-322-233,O=C(NC(=S)NCc1ccco1)c1ccc2OCOc2c1,0.718356431,0.001528502,0.966666937
P4H6__Molport-028-853-258,Cc1cc(=O)c(O)c(o1)C(CC(=O)N1CCOCC1)c1ccc(F)c(F)c1,0.718341947,-1.594144821,0.945815623
P4H6__Molport-000-501-357,OC(=O)CCCN1C(=S)S\C(=C\c2ccc(O)c(O)c2)C1=O,0.718263507,-0.086219311,0.969841599
P4H6__Molport-023-297-478,Cc1cccc(NC(=O)CN2C(=O)CC3(CCCC3)C2=O)n1,0.718128741,-0.15854907,0.944492102
P4H6__Molport-044-562-218,Oc1ccc2c(c1)oc(=O)c1cc(O)c(O)cc21,0.71788305,0.055170774,0.954687417
P4H6__Molport-002-573-272,Ic1ccc(\C=N/NC(=O)C2COc3ccccc3O2)o1,0.717826188,-0.453781366,0.953369617
P4H6__Molport-051-747-493,COCc1nc2CN(CCc2o1)C(=O)c1ccc2OCCOc2c1,0.717479289,0.117838144,0.977751374
P4H6__Molport-047-144-551,O=C(Nc1ccc2OCCOc2c1)c1ccc2nccn2n1,0.717395127,0.10259223,0.977612972
P4H6__Molport-051-730-731,COCCN(C)CC1COC2(C1)CCCN(C2)C(=O)c1nccn1C,0.716888249,0.286637306,0.957400262
P4H6__Molport-020-240-194,Cc1cc(nc(Nc2ccc3OCCOc3c2)n1)C(O)=O,0.716545343,0.204256535,0.963400066
P4H6__Molport-001-839-746,CCOC(=O)c1ccc(CC(=O)c2c(O)cc(O)cc2O)o1,0.716432989,0.187722206,0.965447903
P4H6__Molport-022-384-912,OC(=O)C1CC2CC(C1)CC(C2)C(O)=O,0.716176152,0.303652763,0.977915049
P4H6__Molport-002-891-300,[O-][N+](=O)c1ccc(o1)-c1nc2ccccc2c(=O)o1,0.715709031,0.178283215,0.972784162
P4H6__Molport-002-203-160,[O-][N+](=O)c1ccc(C=NN2C(=O)C3C(C4C=CC3C3CC43)C2=O)s1,0.715265512,-1.28621769,0.951287091
P4H6__Molport-002-653-495,Cc1ccc(\C=C2/Oc3cc(OCC(=O)NN)ccc3C2=O)o1,0.715152383,0.241584301,0.932247281
P4H6__Molport-039-049-068,O=C(NCCc1noc(n1)C1CCCO1)c1ccc(cc1)N1CCOCC1,0.714997411,-0.135045052,0.975428522
P4H6__Molport-000-142-029,OC(=O)CCC(=O)c1ccc2OCCCOc2c1,0.714850128,1.036673307,0.974052846
P4H6__Molport-023-209-293,O=C(Nc1nc2CCOCc2s1)\C=C\c1ccco1,0.714845061,0.561819315,0.975031555
P4H6__Molport-039-106-661,O=C(NCc1noc(n1)C1CCCO1)c1ccc(CN2CCCC2)o1,0.714844346,-0.017971516,0.978106856
P4H6__Molport-028-863-107,Cc1oc(nc1C(=O)N1CCOCC1)C1CCN(CC1)S(=O)(=O)c1ccc(cc1)C#N,0.714772761,0.636218786,0.943987608
P4H6__Molport-021-773-379,Nc1ncccc1CN1CCC[C@@]2(CN(CC3CCC3)CC[C@@H]12)C(O)=O,0.714728713,-0.277859211,0.902850986
P4H6__Molport-028-596-723,COCCCN1CC2(CC1=O)CCN(CC2)C(=O)CCCn1ccnc1,0.714656889,0.661743641,0.953722417
P4H6__Molport-047-960-220,Cc1ocnc1C(=O)N1C[C@@H](O)[C@@]2(C1)[C@H](CN1CCOCC1)[C@H]2c1ccccc1,0.714329004,-0.363216877,0.94643718
P4H6__Molport-000-638-712,OC(=O)CN1C(=S)S\C(=C\c2ccc3OCCOc3c2)C1=O,0.714154482,0.145218849,0.964575171
P4H6__Molport-002-864-055,COC(=O)C1(Cc2ccccc2)NC(C2C1C(=O)OC2=O)c1ccc(Cl)cc1,0.714078009,-0.750560284,0.906062007
P4H6__Molport-002-514-183,CCC(C)c1cc(cc(C(O)=O)c1O)C(O)=O,0.713959396,1.066231251,0.948383808
P4H6__Molport-027-820-436,CCN(CC(O)c1cccc(O)c1)C(=O)c1cnc(nc1O)C1CC1,0.713930964,-0.194531679,0.95558089
P4H6__Molport-028-856-087,COC(=O)c1ccc(cc1)C(CC(=O)N1CCOCC1)c1oc(C)cc(=O)c1O,0.713922501,-0.77613306,0.977621377
P4H6__Molport-047-795-802,Cc1c([nH]c2CCCC(=O)c12)C(=O)N1C[C@H](O)[C@@]2(C1)[C@H](CO)[C@H]2c1ccccc1,0.713737667,-1.002693892,0.974042952
P4H6__Molport-047-516-736,Cc1cc(C[C@@H]2CN(Cc3ccccc3OCCn3ccnc3)C[C@@H]2O)on1,0.713500381,-0.717550039,0.949838758
P4H6__Molport-019-950-260,CCOC(=O)CC(C1=Cc2ccccc2OC1)c1oc(CO)cc(=O)c1O,0.713343143,-0.546519995,0.958494127
P4H6__Molport-005-931-385,OC(=O)c1cccc(c1)-c1ccc(CNCCN2CCOCC2)o1,0.713190198,0.2584095,0.97223717
P4H6__Molport-002-133-580,CC1(C)C(CCC1(C)C(O)=O)C(=O)NNC(=O)C1CC1c1ccccc1,0.712890029,0.936813831,0.969249666
P4H6__Molport-029-885-564,COc1ccc(C(CC(=O)N2CCOCC2)c2oc(C)cc(=O)c2O)c(C(O)=O)c1OC,0.712817669,-0.480033398,0.969668329
P4H6__Molport-028-734-906,CCc1ocnc1C(=O)N1CCC2(CC1)N(CCc1[nH]cnc21)C(=O)C1CC1,0.712630272,-0.681992769,0.890409708
P4H6__Molport-000-422-597,Cc1cc(O)c(C(C[N+]([O-])=O)c2ccc3OCOc3c2)c(=O)o1,0.712619126,-0.671342134,0.9242962
P4H6__Molport-002-575-772,COc1cccc(\C=N/NC(=O)C2COc3ccccc3O2)c1O,0.712579489,0.05943203,0.957799256
P4H6__Molport-020-210-190,CN1CC2(CCCN(CC2)C(=O)c2c(C)[nH]c(C(C)=O)c2C)OC1=O,0.712370276,0.197106838,0.955779195
P4H6__Molport-002-971-069,OC(=O)c1ccc(cc1)N1C(=S)NC(=O)\C(=C\c2ccc(o2)N2CCOCC2)C1=O,0.712188721,0.022172689,0.960203648
